Draw number,Draw date,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Winning Number 7,Supplementary Number 1,Supplementary Number 2,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount,Division 7 winners,Division 7 winners in WA,Division 7 prize pool,Division 7 amount
1294,04/12/2018,21,18,32,35,27,19,20,17,44,1,0,2025065.83,2025065.83,4,1,86090.60,21522.65,41,8,177245.05,4323.05,239,44,91154.60,381.40,1945,279,106391.50,54.70,46515,5964,1216367.25,26.15,82286,10685,1361833.30,16.55
1293,27/11/2018,4,18,30,13,38,7,25,3,5,1,0,2127748.02,2127748.02,4,0,90419.40,22604.85,69,7,186158.55,2697.95,289,37,95731.25,331.25,2522,294,111724.60,44.30,56436,7080,1275453.60,22.60,103361,13172,1431549.85,13.85
1292,20/11/2018,39,28,24,13,2,22,19,5,1,1,0,10000000.00,10000000.00,5,0,189334.75,37866.95,110,12,389807.00,3543.70,577,66,200478.65,347.45,4948,629,233793.00,47.25,109240,14247,2670918.00,24.45,198432,25880,2996323.20,15.10
1291,13/11/2018,19,11,9,45,28,42,16,6,35,0,0,0.00,0.00,2,0,126557.20,63278.60,64,6,260560.00,4071.25,389,44,134010.50,344.50,3080,399,156310.00,50.75,71155,9065,1785990.50,25.10,129464,16649,2000218.80,15.45
1290,06/11/2018,22,15,14,23,27,3,34,33,8,0,0,0.00,0.00,1,1,82455.85,82455.85,54,4,169762.50,3143.75,202,24,87304.40,432.20,2307,286,101854.05,44.15,47736,6330,1164758.40,24.40,87246,11095,1304327.70,14.95
1289,30/10/2018,8,3,31,17,14,7,28,30,39,2,0,15000000.00,7500000.00,8,1,173690.40,21711.30,125,9,357600.00,2860.80,568,82,183918.40,323.80,5764,671,214420.80,37.20,116359,13303,2449356.95,21.05,175528,21268,2747013.20,15.65
1288,23/10/2018,12,27,28,44,7,33,32,19,17,0,0,0.00,0.00,4,0,150065.20,37516.30,83,6,308959.20,3722.40,557,55,158884.25,285.25,3878,482,185368.40,47.80,87755,10702,2119283.25,24.15,162015,20082,2373519.75,14.65
1287,16/10/2018,43,21,14,3,15,41,2,29,25,0,0,0.00,0.00,2,1,113154.80,56577.40,43,4,232965.40,5417.80,288,30,119808.00,416.00,2505,340,139779.00,55.80,57405,7419,1598729.25,27.85,108905,14277,1791487.25,16.45
1286,09/10/2018,4,45,32,41,26,30,25,9,44,0,0,0.00,0.00,3,1,90854.85,30284.95,18,0,187054.20,10391.90,196,27,96196.80,490.80,1768,224,112268.00,63.50,43769,5846,1282431.70,29.30,82235,10732,1439112.50,17.50
1285,02/10/2018,7,38,41,16,15,24,43,34,27,1,1,10000000.00,10000000.00,3,0,181444.20,60481.40,78,21,373561.50,4789.25,462,56,192122.70,415.85,3863,514,224054.00,58.00,90014,12091,2560898.30,28.45,173484,22731,2871160.20,16.55
1284,25/09/2018,29,17,33,39,21,20,24,31,8,0,0,0.00,0.00,3,1,128656.65,42885.55,50,3,264882.50,5297.65,372,44,136226.40,366.20,2943,393,158922.00,54.00,69021,8133,1815252.30,26.30,126454,15047,2035909.40,16.10
1283,18/09/2018,39,26,42,32,33,20,23,22,24,0,0,0.00,0.00,1,0,93700.65,93700.65,19,2,192912.70,10153.30,216,17,99208.80,459.30,1978,240,115713.00,58.50,45811,5887,1323937.90,28.90,82700,11152,1484465.00,17.95
1282,11/09/2018,6,4,36,23,2,30,32,11,27,1,0,30000000.00,30000000.00,8,1,320038.00,40004.75,143,22,658901.10,4607.70,904,116,338864.40,374.85,7522,947,395281.10,52.55,174036,21144,4516234.20,25.95,327972,38720,5067167.40,15.45
1281,04/09/2018,25,41,30,33,11,15,36,34,14,0,0,0.00,0.00,3,0,219303.30,73101.10,109,10,451505.25,4142.25,583,69,232208.90,398.30,5285,644,270856.25,51.25,119778,14968,3096261.30,25.85,206451,25881,3468376.80,16.80
1280,28/08/2018,21,13,1,2,23,19,34,11,33,0,0,0.00,0.00,4,0,186553.80,46638.45,65,10,384081.75,5908.95,567,64,197514.45,348.35,4772,553,230487.60,48.30,111327,13348,2632883.55,23.65,204465,24479,2954519.25,14.45
1279,21/08/2018,9,32,4,14,38,12,3,35,24,0,0,0,0,3,0,144844.8,48281.6,49,6,298209.1,6085.9,377,49,153363.6,406.8,3233,423,178946.55,55.35,79560,10317,2044692,25.7,139910,18101,2294524,16.4
1278,14/08/2018,5,11,28,24,38,37,25,1,27,0,0,0.00,0.00,2,0,94548.30,47274.15,47,7,194657.55,4141.65,253,40,100112.10,395.70,2288,309,116802.40,51.05,51263,6793,1335401.15,26.05,97673,12796,1494396.90,15.30
1277,07/08/2018,31,26,15,21,14,24,40,33,3,2,0,70000000.00,35000000.00,23,5,747989.90,32521.30,311,45,1539978.70,4951.70,2045,351,792028.50,387.30,17766,2480,923832.00,52.00,411946,60077,10566414.90,25.65,741824,107624,11832092.80,15.95
1276,31/07/2018,7,26,25,40,10,13,1,38,31,0,0,0.00,0.00,18,4,448875.00,24937.50,213,21,924153.75,4338.75,1432,169,475280.80,331.90,12131,1635,554386.70,45.70,269394,36365,6330759.00,23.50,447888,61984,7099024.80,15.85
1275,24/07/2018,38,2,13,40,3,39,22,34,7,0,0,0.00,0.00,10,0,358416.50,35841.65,150,23,737917.50,4919.45,1010,152,379507.50,375.75,8263,1162,442896.80,53.60,188959,27318,5064101.20,26.80,357736,50435,5670115.60,15.85
1274,17/07/2018,19,17,38,20,28,11,42,27,35,0,0,0.00,0.00,4,2,291034.20,72758.55,130,12,599189.50,4609.15,805,111,308154.00,382.80,7559,1026,359430.45,47.55,167482,23295,4111683.10,24.55,296496,41569,4610512.80,15.55
1273,10/07/2018,37,13,10,1,40,3,44,41,6,0,0,0.00,0.00,3,1,192021.90,64007.30,70,5,395339.00,5647.70,603,73,203331.60,337.20,4702,621,237215.90,50.45,106390,14037,2712945.00,25.50,185002,24738,3034032.80,16.40
1272,03/07/2018,27,23,18,10,4,9,16,41,35,0,0,0.00,0.00,7,0,166396.30,23770.90,108,12,342581.40,3172.05,484,67,176176.00,364.00,5089,774,205595.60,40.40,105020,14179,2347197.00,22.35,158149,21937,2633180.85,16.65
1271,26/06/2018,14,36,32,11,10,34,22,30,2,0,0,0.00,0.00,4,2,113944.60,28486.15,49,10,234592.40,4787.60,292,38,120654.40,413.20,2591,383,140691.30,54.30,61278,8509,1608547.50,26.25,113569,16055,1805747.10,15.90
1270,19/06/2018,20,18,26,35,10,22,16,25,34,0,0,0.00,0.00,1,1,85795.30,85795.30,42,4,176637.30,4205.65,251,41,90836.90,361.90,2213,293,106002.70,47.90,49694,6214,1210048.90,24.35,83833,10490,1358094.60,16.20
1269,12/06/2018,22,2,31,38,12,7,45,11,29,1,0,15000000.00,15000000.00,2,0,202848.20,101424.10,99,16,417626.55,4218.45,587,85,214783.30,365.90,5359,697,250533.25,46.75,118562,15215,2863272.30,24.15,217818,27718,3212815.50,14.75
1268,05/06/2018,11,30,45,18,33,37,23,6,3,0,0,0.00,0.00,5,0,145012.25,29002.45,53,6,298554.30,5633.10,484,65,153549.00,317.25,3526,422,179120.80,50.80,81770,10064,2048338.50,25.05,151756,18123,2291515.60,15.10
1267,29/05/2018,13,21,44,1,8,12,9,38,10,0,0,0.00,0.00,3,1,105675.60,35225.20,53,10,217567.65,4105.05,336,38,111888.00,333.00,3126,365,130510.50,41.75,67145,8806,1490619.00,22.20,110614,14295,1670271.40,15.10
1266,22/05/2018,2,13,39,45,19,12,31,24,41,0,0,0.00,0.00,2,1,84793.20,42396.60,39,5,174573.75,4476.25,233,38,89786.55,385.35,2091,306,104759.10,50.10,47152,6447,1197660.80,25.40,78628,10956,1340607.40,17.05
1265,15/05/2018,41,3,12,13,6,40,29,4,39,2,1,15000000.00,7500000.00,3,1,193555.35,64518.45,79,14,398495.75,5044.25,539,67,204927.80,380.20,4779,673,239188.95,50.05,106805,14347,2734208.00,25.60,184585,24817,3064111.00,16.60
1264,08/05/2018,41,45,27,31,29,9,43,16,6,0,0,0.00,0.00,4,0,153623.80,38405.95,96,8,316286.40,3294.65,399,40,162652.35,407.65,4006,458,189684.10,47.35,86427,10900,2169317.70,25.10,146393,18756,2430123.80,16.60
1263,01/05/2018,15,11,9,19,27,8,36,5,29,0,0,0.00,0.00,1,0,114917.55,114917.55,48,7,236594.40,4929.05,489,58,121687.65,248.85,3540,477,141954.00,40.10,78268,10021,1624061.00,20.75,149004,18937,1817848.80,12.20
1262,24/04/2018,7,45,39,4,16,27,29,40,24,0,0,0.00,0.00,4,1,91233.40,22808.35,32,7,187833.60,5869.80,231,44,96604.20,418.20,2400,346,112680.00,46.95,54467,7823,1288144.55,23.65,89967,12811,1443970.35,16.05
1261,17/04/2018,43,20,7,27,36,11,23,18,26,1,0,10000000.00,10000000.00,8,1,179942.80,22492.85,121,15,370471.75,3061.75,641,91,190537.25,297.25,5611,760,222195.60,39.60,114740,15876,2541491.00,22.15,194008,26596,2851917.60,14.70
1260,10/04/2018,31,25,3,23,17,40,15,16,26,0,0,0.00,0.00,4,0,124664.00,31166.00,82,11,256660.00,3130.00,328,49,132003.60,402.45,3186,473,154043.10,48.35,71366,10054,1759171.90,24.65,122173,17591,1973093.95,16.15
1259,03/04/2018,2,42,37,24,13,26,36,44,14,0,0,0.00,0.00,4,0,86241.60,21560.40,61,12,177555.75,2910.75,198,22,91317.60,461.20,2066,268,106502.30,51.55,45338,6251,1217325.30,26.85,77453,10671,1363172.80,17.60
1258,27/03/2018,29,19,38,22,3,5,27,41,35,1,1,10000000.00,10000000.00,4,0,176545.40,44136.35,89,16,363476.00,4084.00,607,73,186925.65,307.95,5039,694,218188.70,43.30,111540,14666,2492919.00,22.35,177708,23939,2790015.60,15.70
1257,20/03/2018,4,16,34,8,32,11,13,29,20,0,0,0.00,0.00,2,0,103623.90,51811.95,51,9,213343.20,4183.20,374,50,109712.90,293.35,2626,346,128017.50,48.75,61867,7840,1463154.55,23.65,113017,13787,1638746.50,14.50
1256,13/03/2018,18,23,5,29,35,25,39,15,21,0,0,0.00,0.00,3,0,85908.00,28636.00,63,8,176869.35,2807.45,343,52,90963.60,265.20,2392,341,106085.20,44.35,50011,6655,1212766.75,24.25,93618,11853,1357461.00,14.50
1255,06/03/2018,5,30,34,41,18,38,37,28,11,2,0,30000000.00,15000000.00,11,0,335315.20,30483.20,133,17,690356.45,5190.65,896,115,355040.00,396.25,7452,1016,414331.20,55.60,175046,23182,4734994.30,27.05,330268,42535,5300801.40,16.05
1254,27/02/2018,33,2,29,31,16,39,25,42,36,0,0,0.00,0.00,6,0,229975.50,38329.25,91,9,473477.55,5203.05,603,72,243491.40,403.80,5300,669,284080.00,53.60,122209,16010,3244648.95,26.55,209698,28120,3638260.30,17.35
1253,20/02/2018,2,29,1,35,11,15,5,31,21,0,0,0.00,0.00,5,1,199560.00,39912.00,133,16,410856.95,3089.15,696,95,211305.60,303.60,5868,705,246456.00,42.00,125845,16265,2818928.00,22.40,214633,27318,3155105.10,14.70
1252,13/02/2018,42,26,3,37,40,2,35,36,32,0,0,0.00,0.00,4,0,125519.20,31379.80,53,9,258422.70,4875.90,277,38,132904.60,479.80,2511,317,155054.25,61.75,61980,8258,1772628.00,28.60,110552,14525,1984408.40,17.95
1251,06/02/2018,6,35,43,41,22,40,11,21,45,0,0,0.00,0.00,0,0,0.00,0.00,29,6,271190.60,9351.40,241,16,93869.50,389.50,1991,278,109505.00,55.00,45990,6098,1250928.00,27.20,87512,11388,1404567.60,16.05
1250,30/01/2018,24,12,45,5,40,31,2,30,16,1,0,10000000.00,10000000.00,7,1,193018.35,27574.05,90,10,397390.50,4415.45,532,61,204367.80,384.15,4718,551,238494.90,50.55,105111,13286,2722374.90,25.90,190458,23404,3056850.90,16.05
1249,23/01/2018,31,25,21,44,33,28,16,35,1,0,0,0.00,0.00,3,1,127369.35,42456.45,40,4,262232.00,6555.80,368,38,134853.60,366.45,3175,410,157321.25,49.55,69860,9208,1798895.00,25.75,122842,15664,2014608.80,16.40
1248,16/01/2018,9,37,26,23,30,7,4,38,5,0,0,0.00,0.00,1,0,93616.20,93616.20,86,14,192738.90,2241.15,307,25,99130.30,322.90,3105,431,115661.25,37.25,62259,8020,1323003.75,21.25,97783,12692,1481412.45,15.15
1247,09/01/2018,45,26,8,1,43,9,40,34,27,1,0,2082386.03,2082386.03,3,1,88583.10,29527.70,63,11,182375.55,2894.85,220,35,93797.00,426.35,2525,319,109458.75,43.35,52590,6523,1251642.00,23.80,83236,10868,1402526.60,16.85
1246,02/01/2018,8,26,1,12,30,43,28,7,11,4,0,40000000.00,10000000.00,18,3,436938.30,24274.35,242,31,899574.50,3717.25,1550,218,462675.00,298.50,11670,1652,539737.50,46.25,254860,35120,6167612.00,24.20,469848,62707,6906765.60,14.70
1245,26/12/2017,7,30,37,2,41,9,45,33,23,0,0,0.00,0.00,3,1,279733.95,93244.65,142,25,575923.60,4055.80,804,120,296193.60,368.40,6640,955,345612.00,52.05,153652,20532,3948856.40,25.70,277395,36371,4424450.25,15.95
1244,19/12/2017,34,35,18,44,26,37,5,1,36,0,0,0.00,0.00,8,1,257025.60,32128.20,102,12,529170.90,5187.95,676,91,272157.60,402.60,5956,736,317454.80,53.30,138747,16875,3628234.05,26.15,245275,30057,4071565.00,16.60
1243,12/12/2017,6,31,35,7,4,43,3,5,2,0,0,0.00,0.00,5,0,214382.25,42876.45,116,14,441374.20,3804.95,621,80,227006.55,365.55,5420,713,264767.00,48.85,127227,16462,3028002.60,23.80,223458,28332,3396561.60,15.20
1242,05/12/2017,45,4,22,34,26,9,28,43,15,0,0,0.00,0.00,4,1,185735.60,46433.90,85,3,382398.00,4498.80,538,72,196665.90,365.55,4589,577,229450.00,50.00,105153,14095,2623567.35,24.95,188114,25034,2934578.40,15.60
1241,28/11/2017,16,3,9,7,28,35,19,10,1,0,0,0.00,0.00,3,1,121837.05,40612.35,77,10,250842.90,3257.70,431,71,128998.30,299.30,3901,462,150578.60,38.60,83446,10832,1718987.60,20.60,145944,18591,1926460.80,13.20
1240,21/11/2017,14,15,45,33,26,16,23,24,5,0,0,0.00,0.00,0,0,0.00,0.00,26,7,273764.40,10529.40,216,25,94770.00,438.75,1969,257,110559.35,56.15,46541,6461,1263588.15,27.15,87119,12196,1415683.75,16.25
1239,14/11/2017,15,3,16,5,25,30,1,40,12,2,0,40000000.00,20000000.00,17,1,462422.95,27201.35,261,49,952049.70,3647.70,1589,243,489650.35,308.15,13251,1712,571118.10,43.10,288542,37304,6535476.30,22.65,489172,63418,7313121.40,14.95
1238,07/11/2017,45,4,37,12,30,26,13,10,17,0,0,0.00,0.00,16,1,354602.40,22162.65,136,21,730061.60,5368.10,1055,132,375474.50,355.90,8691,1210,438026.40,50.40,200812,26327,5010259.40,24.95,368411,46658,5618267.75,15.25
1237,31/10/2017,6,23,21,30,42,44,32,29,9,0,0,0.00,0.00,8,1,200622.00,25077.75,71,9,413046.05,5817.55,559,73,212420.00,380.00,4564,607,247825.20,54.30,106429,14309,2831011.40,26.60,194292,26382,3176674.20,16.35
1236,24/10/2017,31,15,22,9,35,40,44,32,36,0,0,0.00,0.00,3,1,159063.45,53021.15,62,11,327484.00,5282.00,368,50,168415.20,457.65,3654,479,196402.50,53.75,85272,10791,2246917.20,26.35,146310,18266,2516532.00,17.20
1235,17/10/2017,41,40,38,39,7,23,32,35,19,0,0,0.00,0.00,2,1,106592.90,53296.45,33,4,219456.60,6650.20,266,40,112863.80,424.30,2332,346,131641.40,56.45,54685,7237,1503837.50,27.50,102671,13389,1688937.95,16.45
1234,10/10/2017,17,42,20,7,31,28,12,1,25,0,0,0.00,0.00,3,1,86869.80,28956.60,49,3,178850.00,3650.00,314,30,91986.30,292.95,2531,313,107314.40,42.40,54369,7160,1226020.95,22.55,95448,12544,1374451.20,14.40
1233,03/10/2017,43,36,7,30,14,9,26,41,38,1,0,15000000.00,15000000.00,2,1,211090.10,105545.05,112,16,434599.20,3880.35,582,76,223517.10,384.05,5772,697,260894.40,45.20,123881,16474,2979338.05,24.05,200996,28338,3336533.60,16.60
1232,26/09/2017,41,45,8,14,6,13,33,15,42,0,0,0.00,0.00,6,0,180119.10,30019.85,85,12,370833.75,4362.75,470,63,190726.00,405.80,4427,611,222456.75,50.25,98067,12411,2544838.65,25.95,169899,21352,2854303.20,16.80
1231,19/09/2017,15,6,37,29,42,14,31,30,45,0,0,0.00,0.00,1,1,106633.00,106633.00,37,2,219537.65,5933.45,243,31,112909.95,464.65,2533,344,131716.00,52.00,55853,7411,1505238.35,26.95,97423,13147,1685417.90,17.30
1230,12/09/2017,1,44,20,41,24,12,45,6,38,0,0,0.00,0.00,3,1,85987.65,28662.55,36,6,177033.60,4917.60,243,43,91039.95,374.65,1963,244,106198.30,54.10,46483,6111,1213206.30,26.10,80120,10335,1362040.00,17.00
1229,05/09/2017,16,45,4,35,8,28,27,22,34,1,0,30000000.00,30000000.00,9,1,345018.15,38335.35,133,15,710333.05,5340.85,920,117,365332.00,397.10,8778,1169,426171.90,48.55,200330,25885,4868019.00,24.30,351082,46226,5459325.10,15.55
1228,29/08/2017,24,8,44,23,22,21,36,4,37,0,0,0.00,0.00,6,1,201856.80,33642.80,98,13,415588.60,4240.70,586,68,213743.50,364.75,4918,636,249342.60,50.70,113839,14597,2851666.95,25.05,206544,25860,3191104.80,15.45
1227,22/08/2017,14,43,41,16,7,12,40,37,38,0,0,0.00,0.00,5,1,181881.75,36376.35,78,7,374462.40,4800.80,454,75,192586.80,424.20,4187,619,224632.55,53.65,94822,13466,2569676.20,27.10,170549,23735,2873750.65,16.85
1226,15/08/2017,17,43,8,33,25,13,4,15,23,0,0,0.00,0.00,2,0,123157.90,61578.95,72,9,253558.80,3521.65,470,76,130401.50,277.45,3525,520,152103.75,43.15,75088,10562,1738287.20,23.15,138524,19065,1946262.20,14.05
1225,08/08/2017,15,21,45,25,6,43,40,19,26,0,0,0.00,0.00,2,1,92652.20,46326.10,27,5,190755.00,7065.00,260,29,98098.00,377.30,2019,274,114477.30,56.70,49324,6645,1307086.00,26.50,91871,11984,1465342.45,15.95
1224,01/08/2017,9,16,41,13,37,43,3,11,26,1,0,5000000.00,5000000.00,5,1,119684.00,23936.80,58,3,246407.20,4248.40,333,55,126723.15,380.55,2828,355,147904.40,52.30,65635,8854,1690101.25,25.75,123009,15866,1894338.60,15.40
1223,25/07/2017,1,15,4,6,22,29,39,14,7,0,0,0.00,0.00,1,0,90648.15,90648.15,51,4,186629.40,3659.40,286,32,95981.60,335.60,2517,349,112006.50,44.50,54495,6812,1280632.50,23.50,102393,13596,1433502.00,14.00
1222,18/07/2017,2,45,29,7,23,19,21,37,43,3,1,50000000.01,16666666.67,14,1,657937.00,46995.50,374,36,1354571.90,3621.85,2173,274,696663.80,320.60,19635,2402,812889.00,41.40,416524,51435,9288485.20,22.30,683848,87233,10394489.60,15.20
1221,11/07/2017,30,40,37,39,36,4,22,35,14,0,0,0.00,0.00,11,3,449191.60,40835.60,196,34,924806.40,4718.40,1278,177,475607.70,372.15,10348,1446,554652.80,53.60,247122,33831,6338679.30,25.65,443456,60727,7117468.80,16.05
1220,04/07/2017,28,33,37,43,18,35,7,19,21,0,0,0.00,0.00,7,0,335587.00,47941.00,158,25,690918.20,4372.90,1095,152,355327.50,324.50,8583,1086,414558.90,48.30,198555,25658,4735536.75,23.85,366893,46955,5301603.85,14.45
1219,27/06/2017,6,3,8,26,41,40,22,27,32,0,0,0.00,0.00,7,3,190757.00,27251.00,114,13,392735.70,3445.05,571,68,201991.25,353.75,4864,652,235660.80,48.45,110430,15385,2694492.00,24.40,193870,26527,3014678.50,15.55
1218,20/06/2017,16,25,28,13,23,17,21,34,2,0,0,0.00,0.00,6,1,158718.90,26453.15,92,14,326774.80,3551.90,506,69,168042.60,332.10,4672,595,195990.40,41.95,99702,13116,2238309.90,22.45,168093,22439,2512990.35,14.95
1217,13/06/2017,14,9,2,13,43,10,4,45,12,0,0,0.00,0.00,2,0,101638.90,50819.45,44,4,209257.40,4755.85,302,36,107617.70,356.35,2661,395,125599.20,47.20,61125,8495,1433381.25,23.45,104851,14340,1609462.85,15.35
1216,06/06/2017,10,23,11,30,19,34,15,2,26,0,0,0.00,0.00,2,0,86229.20,43114.60,39,7,177529.95,4552.05,292,50,91308.40,312.70,2323,283,106509.55,45.85,54707,6948,1217230.75,22.25,97192,12603,1365547.60,14.05
1215,30/05/2017,1,35,31,19,4,13,26,25,37,1,0,40000000.00,40000000.00,7,0,429054.50,61293.50,238,37,883348.90,3711.55,1233,187,454298.85,368.45,11466,1598,529729.20,46.20,254175,36124,6062073.75,23.85,438921,62206,6781329.45,15.45
1214,23/05/2017,4,2,12,22,20,17,38,35,16,0,0,0.00,0.00,9,1,343121.40,38124.60,176,22,706428.80,4013.80,1054,149,363313.80,344.70,9315,1290,423832.50,45.50,205074,28818,4839746.40,23.60,342578,48820,5429861.30,15.85
1213,16/05/2017,9,21,43,14,22,41,27,4,8,0,0,0.00,0.00,7,0,201548.20,28792.60,69,7,414952.20,6013.80,653,110,213400.40,326.80,4880,798,248880.00,51.00,110026,16753,2844172.10,25.85,205338,29919,3193005.90,15.55
1212,09/05/2017,1,15,45,16,3,20,33,39,12,0,0,0.00,0.00,4,2,138501.00,34625.25,72,11,285148.80,3960.40,407,71,146642.10,360.30,3412,455,171111.80,50.15,77191,11151,1956791.85,25.35,132920,19999,2193180.00,16.50
1211,02/05/2017,28,22,9,19,38,17,2,41,33,0,0,0.00,0.00,2,0,101250.50,50625.25,54,6,208456.20,3860.30,316,36,107203.00,339.25,2706,364,125017.20,46.20,62218,8372,1427903.10,22.95,95721,13121,1603326.75,16.75
1210,25/04/2017,11,41,28,43,45,37,27,4,31,0,0,0.00,0.00,1,0,72150.60,72150.60,34,1,148546.00,4369.00,205,29,76393.25,372.65,1986,252,89171.40,44.90,42723,5527,1018943.55,23.85,72530,9305,1142347.50,15.75
1209,18/04/2017,42,13,33,44,39,29,27,15,31,3,0,10000000.02,3333333.34,4,0,152975.80,38243.95,84,12,314949.60,3749.40,420,39,161973.00,385.65,4008,571,188977.20,47.15,85545,12180,2160011.25,25.25,148742,20883,2417057.50,16.25
1208,11/04/2017,25,23,38,45,21,28,1,2,33,0,0,0.00,0.00,4,0,114065.80,28516.45,57,12,234840.00,4120.00,303,49,120775.80,398.60,2777,392,140932.75,50.75,63032,8654,1610467.60,25.55,108665,14856,1803839.00,16.60
1207,04/04/2017,6,8,36,45,33,23,1,43,27,0,0,0.00,0.00,1,0,87025.15,87025.15,34,4,179169.80,5269.70,238,39,92141.70,387.15,2340,315,107523.00,45.95,50159,6939,1228895.50,24.50,88101,12283,1378780.65,15.65
1206,28/03/2017,12,39,45,41,37,22,23,20,18,1,1,15000000.00,15000000.00,2,2,182457.70,91228.85,118,48,375647.10,3183.45,492,52,193183.80,392.65,4221,671,225401.40,53.40,95867,14319,2574028.95,26.85,170274,24855,2886144.30,16.95
1205,21/03/2017,27,25,44,33,6,15,31,26,19,0,0,0.00,0.00,2,1,153990.70,76995.35,56,8,317038.40,5661.40,403,50,163053.80,404.60,3759,511,190205.40,50.60,84995,11737,2175872.00,25.60,152868,20899,2438244.60,15.95
1204,14/03/2017,10,14,25,6,31,2,28,33,8,0,0,0.00,0.00,5,0,111040.00,22208.00,57,5,228612.75,4010.75,428,59,117571.60,274.70,3280,447,137104.00,41.80,67732,9359,1567995.80,23.15,116173,16110,1754212.30,15.10
1203,07/03/2017,21,18,17,6,37,33,4,1,8,0,0,0.00,0.00,1,0,87777.75,87777.75,38,6,180718.50,4755.75,263,41,92944.20,353.40,2141,290,108441.65,50.65,48928,6451,1240324.80,25.35,91809,12007,1390906.35,15.15
1202,28/02/2017,2,37,26,17,42,33,27,44,4,1,0,10000000.00,10000000.00,7,1,173071.85,24724.55,71,9,356324.15,5018.65,510,81,183243.00,359.30,4266,612,213726.60,50.10,95240,13884,2442906.00,25.65,167209,24238,2742227.60,16.40
1201,21/02/2017,19,28,31,5,45,41,9,1,37,0,0,0.00,0.00,4,0,113910.20,28477.55,55,9,234520.00,4264.00,391,57,120603.95,308.45,2879,340,140783.10,48.90,65109,8923,1608192.30,24.70,120335,16451,1805025.00,15.00
1200,14/02/2017,7,39,45,38,1,30,9,28,14,0,0,0.00,0.00,1,0,94270.40,94270.40,32,3,194086.40,6065.20,233,31,99817.20,428.40,2224,318,116426.40,52.35,51119,7066,1331649.95,26.05,90890,12474,1490596.00,16.40
1199,07/02/2017,20,32,4,8,29,37,40,7,17,2,1,30000000.00,15000000.00,9,3,342356.85,38039.65,159,19,704854.95,4433.05,1030,147,362508.50,351.95,8639,1244,422879.05,48.95,192034,28559,4829655.10,25.15,345833,51810,5412286.45,15.65
1198,31/01/2017,24,3,8,38,18,20,30,44,21,0,0,0.00,0.00,18,4,270441.90,15024.55,143,21,556791.95,3893.65,870,116,286360.50,329.15,7541,1107,334066.30,44.30,159737,23457,3817714.30,23.90,271258,40018,4285876.40,15.80
1197,24/01/2017,17,24,43,31,20,34,27,29,6,0,0,0.00,0.00,6,2,219817.20,36636.20,106,18,452567.00,4269.50,702,98,232748.10,331.55,5659,907,271632.00,48.00,124021,18309,3100525.00,25.00,222416,32452,3480810.40,15.65
1196,17/01/2017,39,31,7,37,2,22,21,40,1,0,0,0.00,0.00,4,0,186091.40,46522.85,84,15,383128.20,4561.05,494,91,197031.90,398.85,4775,662,229916.25,48.15,105942,15320,2627361.60,24.80,181163,26082,2943898.75,16.25
1195,10/01/2017,34,2,43,18,12,17,41,16,22,0,0,0.00,0.00,3,0,117615.00,39205.00,52,8,242148.40,4656.70,296,31,124527.20,420.70,2494,384,145275.50,58.25,58929,8489,1661797.80,28.20,110976,15829,1858848.00,16.75
1194,03/01/2017,1,27,17,12,24,15,23,41,29,0,0,0.00,0.00,1,1,75771.15,75771.15,37,4,155999.40,4216.20,210,33,80230.50,382.05,1988,256,93634.80,47.10,46166,6050,1068742.90,23.15,75562,10169,1197657.70,15.85
1193,27/12/2016,27,7,35,34,25,33,28,38,41,2,0,5000000.00,2500000.00,0,0,0.00,0.00,56,3,248122.00,4430.75,189,23,85891.05,454.45,2336,286,100214.40,42.90,44415,5368,1145907.00,25.80,73794,9494,1284015.60,17.40
1192,20/12/2016,26,16,14,36,25,29,45,3,7,0,0,0.00,0.00,2,0,82476.80,41238.40,43,6,169804.85,3948.95,222,32,87323.70,393.35,1889,285,101911.55,53.95,42745,5925,1164801.25,27.25,85028,11280,1305179.80,15.35
1191,13/12/2016,44,31,37,17,20,34,39,29,24,1,1,10000000.00,10000000.00,6,0,149725.80,24954.30,68,9,308257.60,4533.20,385,55,158523.75,411.75,3578,478,184982.60,51.70,77798,10938,2112215.70,27.15,138374,19726,2366195.40,17.10
1190,06/12/2016,35,30,17,43,34,45,15,14,23,0,0,0.00,0.00,4,2,108890.60,27222.65,33,4,224187.15,6793.55,276,54,115299.00,417.75,2332,323,134556.40,57.70,55458,7779,1536186.60,27.70,97381,13682,1723643.70,17.70
1189,29/11/2016,31,32,12,35,28,22,42,39,1,0,0,0.00,0.00,2,0,87253.70,43626.85,48,5,179640.00,3742.50,238,33,92391.60,388.20,2220,282,107781.00,48.55,47654,6558,1231855.90,25.85,79200,11134,1382040.00,17.45
